MESH_NM	MESH_ACC_TXT	CTD_ACTION_CD	MGI_ACTION_CD	OMIM_NM	OMIM_ID	OMIM_Designation	CREATE_BY	CREATE_BY_DATE	MOD_BY	MOD_BY_DATE	CURATOR_NOTE															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1D	601494	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1DD	613172	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1E	601154	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1EE	613252	#	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1F	602067	%	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1FF	613286	#	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1G	604145	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1GG	613642	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1H	604288	%	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1I	604765	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1J	605362	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1K	605582	%	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1L	606685	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1M	607482	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1N	607487	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1O	608569	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1P	609909	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1Q	609915	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1R	613424	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1S	613426	#	apd	08/26/10	apd	08/26/10	CTD-OMIM synch (August 2010)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1T	613740	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1U	613694	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1V	613697	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1W	611407	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1X	611615	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1Y	611878	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 1Z	611879	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 2A	611880	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 3A	300069	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Dilated	D002311	M	L	CARDIOMYOPATHY, DILATED, 3B	302045	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy dilated with Woolly hair and keratoderma	C535581	M	M	CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR AND KERATODERMA	605676	#	apd	05/12/10	apd	03/24/11	mapped to new MESH 2011															
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1	192600	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10	608758	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 11	612098	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 12	612124	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 13	613243	#	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 14	613251	#	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 15	613255	#	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 2	115195	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3	115196	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 4	115197	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7	613690	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Cardiomyopathy, Hypertrophic, Familial	D024741	M	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 8	608751	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Hypertrophic, Familial	D024741	L	L	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, WITH WOLFF-PARKINSON-WHITE SYNDROME	600858	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Restrictive	D002313	L	L	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1	115210	#	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Restrictive	D002313	L	L	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 2	609578	%	apd	05/12/10	apd	05/12/10																
Cardiomyopathy, Restrictive	D002313	L	L	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3	612422	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Arthrogryposis	D001176	L	L	CARNEY COMPLEX VARIANT	608837	#	apd	05/12/10	apd	05/12/10																
Carney Complex	D056733	L	L	CARNEY COMPLEX VARIANT	608837	#	apd	05/12/10	apd	08/26/10	leafed to better MESH term															
Carney Complex	D056733	M	L	CARNEY COMPLEX, TYPE 1	160980	#	apd	05/12/10	apd	08/26/10	merged to better MESH term															
Carney Complex	D056733	M	L	CARNEY COMPLEX, TYPE II	605244	%	apd	05/12/10	apd	08/26/10	merged to better MESH term															
Systemic carnitine deficiency	C536778	M	L	CARNITINE DEFICIENCY, SYSTEMIC PRIMARY	212140	#	apd	05/12/10	apd	05/27/11																
Carnitine palmitoyl transferase 1A deficiency	C535588	M	L	CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY	255120	#	apd	05/12/10	apd	05/27/11																
Hypoglycemia	D007003	L	L	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE	600649	#	apd	05/12/10	apd	05/12/10																
Carnitine palmitoyl transferase 2 deficiency	C535589	L	L	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE	600649	#	apd	05/12/10	apd	05/27/11																
Carnitine palmitoyl transferase 2 deficiency	C535589	L	L	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LATE-ONSET	255110	#	apd	05/12/10	apd	05/27/11	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Mitochondrial Myopathies	D017240	L	L	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LATE-ONSET	255110	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Hypoglycemia	D007003	L	L	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL	608836	#	apd	05/12/10	apd	05/12/10																
Carnitine palmitoyl transferase 2 deficiency	C535589	L	L	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL	608836	#	apd	05/12/10	apd	05/12/10																
Developmental Disabilities	D002658	L	L	CARNOSINEMIA	212200	%	apd	05/12/10	apd	05/12/10																
Muscle Hypotonia	D009123	L	L	CARNOSINEMIA	212200	%	apd	05/12/10	apd	05/12/10																
Vascular Diseases	D014652	L	L	CAROTID INTIMAL MEDIAL THICKNESS 1	609338	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Vascular Diseases	D014652	L	L	CAROTID INTIMAL MEDIAL THICKNESS 2	608447	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Carpal Tunnel Syndrome	D002349	M	M	CARPAL TUNNEL SYNDROME	115430	%	apd	05/12/10	apd	05/12/10																
Acrocephalosyndactylia	D000168	L	L	CARPENTER SYNDROME	201000	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cartilage-hair hypoplasia	C535916	M	M	CARTILAGE-HAIR HYPOPLASIA	250250	#	apd	05/12/10	apd	10/14/10	mapped to new MESH 2011															
Autoimmune Lymphoproliferative Syndrome	D056735	M	L	CASPASE 8 DEFICIENCY	607271	#	apd	05/12/10	apd	05/27/11																
Schmid-Fraccaro syndrome	C535918	M	L	CAT EYE SYNDROME	115470	#	apd	05/12/10	apd	05/27/11																
Cataract	D002386	L	L	CATARACT, AGE-RELATED CORTICAL	609026	%	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, AGE-RELATED CORTICAL, 2	613020	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Cataract anterior polar dominant	C538282	M	L	CATARACT, ANTERIOR POLAR, 1	115650	%	apd	05/12/10	apd	05/27/11																
Anterior polar cataract 2	C537774	M	M	CATARACT, ANTERIOR POLAR, 2	601202	%	apd	05/12/10	apd	05/27/11																
Cataract	D002386	L	L	CATARACT, AUTOSOMAL DOMINANT	604219	#	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, AUTOSOMAL DOMINANT, MULTIPLE TYPES 1	611597	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cataract, autosomal recessive congenital 2	C535337	M	M	CATARACT, AUTOSOMAL RECESSIVE CONGENITAL 2	610019	%	apd	05/12/10	apd	10/14/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD); mapped to new MESH 2011															
Cataract	D002386	L	L	CATARACT, AUTOSOMAL RECESSIVE CONGENITAL 3	612968	%	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Cataract	D002386	L	L	CATARACT, AUTOSOMAL RECESSIVE, EARLY-ONSET, PULVERULENT	605749	%	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, CENTRAL SACCULAR, WITH SUTURAL OPACITIES	605728	%	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, CONGENITAL NUCLEAR, AUTOSOMAL RECESSIVE 1	609376	%	smb	09/27/10	smb	09/27/10	from Joel's review 															
Cataract	D002386	L	L	CATARACT, CONGENITAL NUCLEAR, AUTOSOMAL RECESSIVE 2	609741	#	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, CONGENITAL NUCLEAR, AUTOSOMAL RECESSIVE 3	611544	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cataract	D002386	L	L	CATARACT, CONGENITAL OR JUVENILE	212500	%	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, CONGENITAL TOTAL, WITH POSTERIOR SUTURAL OPACITIES IN HETEROZYGOTES	302200	%	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Cataract	D002386	L	L	CATARACT, CONGENITAL ZONULAR, WITH SUTURAL OPACITIES	600881	#	apd	05/12/10	apd	05/12/10																
Cerulean cataract	C537955	L	L	CATARACT, CONGENITAL, CERULEAN TYPE, 1	115660	%	apd	05/12/10	apd	05/12/10																
Cerulean cataract	C537955	L	L	CATARACT, CONGENITAL, CERULEAN TYPE, 2	601547	#	apd	05/12/10	apd	05/12/10																
Cerulean cataract	C537955	L	L	CATARACT, CONGENITAL, CERULEAN TYPE, 3	608983	#	apd	05/12/10	apd	05/12/10																
Cataract congenital Volkmann type	C538285	M	M	CATARACT, CONGENITAL, VOLKMANN TYPE	115665	%	apd	05/12/10	apd	05/27/11																
Cataract	D002386	L	L	CATARACT, COPPOCK-LIKE	604307	#	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, CORTICAL, JUVENILE-ONSET	611391	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cataract	D002386	L	L	CATARACT, CRYSTALLINE ACULEIFORM OR FROSTED	115700	#	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, JUVENILE, WITH MICROCORNEA AND GLUCOSURIA	612018	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Glycosuria, Renal	D006030	L	L	CATARACT, JUVENILE, WITH MICROCORNEA AND GLUCOSURIA	612018	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cataract	D002386	L	L	CATARACT, LAMELLAR	116800	#	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, LAMELLAR 2	610425	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cataract	D002386	L	L	CATARACT, NONNUCLEAR POLYMORPHIC CONGENITAL, AUTOSOMAL DOMINANT	601286	%	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	Cataract, Nuclear Diffuse Nonprogressive	116300	%	smb	09/24/10	smb	09/24/10	from Joel's review 															
Cataract	D002386	L	L	CATARACT, NUCLEAR PROGRESSIVE	607304	%	apd	05/12/10	apd	05/12/10																
Cataract, posterior polar, 1	C535339	M	M	CATARACT, POSTERIOR POLAR 1	116600	%	apd	05/12/10	apd	10/14/10	mapped to new MESH 2011															
Cataract, posterior polar, 3	C535343	M	M	CATARACT, POSTERIOR POLAR 3	605387	%	apd	05/12/10	apd	10/14/10	mapped to new MESH 2011															
Cataract, posterior polar, 4	C535344	M	M	CATARACT, POSTERIOR POLAR, 4	610623	#	apd	05/12/10	apd	10/14/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD); mapped to new MESH 2011															
Cataract, posterior polar, 5	C535340	M	M	CATARACT, POSTERIOR POLAR, 5	610634	%	apd	05/12/10	apd	10/14/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD); mapped to new MESH 2007															
Cataract	D002386	L	L	CATARACT, PULVERULENT, JUVENILE-ONSET	610202	#	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, SUTURAL, WITH PUNCTATE AND CERULEAN OPACITIES	607133	#	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, ZONULAR PULVERULENT 1	116200	#	apd	05/12/10	apd	05/12/10																
Cataract	D002386	L	L	CATARACT, ZONULAR PULVERULENT 3	601885	#	apd	05/12/10	apd	05/12/10																
Cataract microcornea syndrome	C538287	M	M	CATARACT-MICROCORNEA SYNDROME	116150	#	apd	05/12/10	apd	03/24/11	mapped to new MESH 2011															
Abnormalities, Multiple	D000015	L	L	CAUDAL DUPLICATION ANOMALY	607864	#	apd	05/12/10	apd	05/12/10																
Eye Abnormalities	D005124	L	L	CAVITARY OPTIC DISC ANOMALIES	611543	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Optic Nerve Diseases	D009901	L	L	CAVITARY OPTIC DISC ANOMALIES	611543	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Cayler cardiofacial syndrome	C535349	M	M	CAYLER CARDIOFACIAL SYNDROME	125520	%	apd	05/12/10	apd	11/02/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD); merged to new MESH 2011															
Hemoglobinuria, Paroxysmal	D006457	L	L	CD59 DEFICIENCY	612300	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Immunologic Deficiency Syndromes	D007153	L	L	CD8 DEFICIENCY, FAMILIAL	608957	#	apd	05/12/10	apd	05/12/10																
Infection	D007239	L	L	CD8 DEFICIENCY, FAMILIAL	608957	#	apd	05/12/10	apd	05/12/10																
Craniosynostosis, anal anomalies, and porokeratosis	C536789	M	M	CDAGS SYNDROME	603116	%	apd	05/12/10	apd	05/27/11																
Celiac Disease	D002446	M	M	CELIAC DISEASE	212750	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Celiac Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 10	612008	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Celiac Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 11	612009	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Celiac Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 12	612010	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Celiac Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 13	612011	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Celiac Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 2	609754	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Celiac Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 3	609755	#	apd	05/12/10	apd	05/12/10																
Celiac Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 4	609753	#	apd	05/12/10	apd	05/12/10																
Coronary Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 5	607202	%	apd	05/12/10	apd	05/12/10																
Celiac Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 6	611598	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Celiac Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 7	612005	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Celiac Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 8	612006	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Celiac Disease	D002446	M	L	CELIAC DISEASE, SUSCEPTIBILITY TO, 9	612007	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Syndactyly Cenani Lenz type	C538150	M	M	CENANI-LENZ SYNDACTYLY SYNDROME	212780	#	apd	08/26/10	apd	05/27/11	CTD-OMIM synch (August 2010)															
Myopathy, Central Core	D020512	M	L	CENTRAL CORE DISEASE OF MUSCLE	117000	#	apd	05/12/10	apd	05/27/11																
Congenital central hypoventilation syndrome	C536209	M	M	CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL	209880	#	apd	05/12/10	apd	05/27/11																
Epilepsy, Rolandic	D019305	M	M	CENTRALOPATHIC EPILEPSY	117100	%	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Cerebellar Ataxia	D002524	L	L	CEREBELLAR ATAXIA, CAYMAN TYPE	601238	#	apd	05/12/10	apd	05/12/10																
Cerebellar Ataxia	D002524	L	L	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 1	224050	#	apd	05/12/10	apd	05/12/10																
Dysequilibrium syndrome	C535731	L	L	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 1	224050	#	apd	05/12/10	apd	05/27/11																
Cerebellar Ataxia	D002524	L	L	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 2	610185	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Dysequilibrium syndrome	C535731	L	L	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 2	610185	%	apd	05/12/10	apd	05/27/11	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cerebellar Ataxia	D002524	L	L	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 3	613227	#	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Dysequilibrium syndrome	C535731	L	L	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 3	613227	#	apd	05/12/10	apd	05/27/11	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Cerebellar Diseases	D002526	L	L	CEREBELLAR DEGENERATION-RELATED AUTOANTIGEN 3	602197	[blank]	apd	05/12/10	apd	05/12/10																
Gomez Lopez Hernandez syndrome	C537285	M	L	CEREBELLOTRIGEMINAL DERMAL DYSPLASIA	601853	[blank]	smb	09/27/10	smb	05/27/11	from Joel's review 															
Dementia, familial British	C538208	M	L	CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 1	176500	#	apd	05/12/10	apd	05/31/11																
Dementia, familial Danish	C538209	M	L	CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2	117300	#	apd	05/12/10	apd	05/31/11																
CADASIL	D046589	L	L	CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY	125310	#	apd	05/12/10	apd	05/27/11																
